,AA,CC,Id,Ti,Y,authors,logprob,paper
185,"[{'AfId': 138689650, 'AuN': 'daniele durante', 'AfN': 'university of padua', 'AuId': 2125917816}, {'AfId': 138689650, 'AuN': 'bruno scarpa', 'AfN': 'university of padua', 'AuId': 2069025853}, {'AfId': 170897317, 'AuN': 'david b dunson', 'AfN': 'duke university', 'AuId': 2011819992}]",1,2151044107,locally adaptive bayesian multivariate time series,2013,"['Daniele Durante', 'Bruno Scarpa', 'David B. Dunson']",-20.68,Locally Adaptive Bayesian Multivariate Time Series
186,"[{'AfId': 2738703131, 'AuN': 'yannick schwartz', 'AfN': 'french alternative energies and atomic energy commission', 'AuId': 2189299847}, {'AfId': 1326498283, 'AuN': 'bertrand thirion', 'AfN': 'french institute for research in computer science and automation', 'AuId': 1907357561}, {'AfId': 1326498283, 'AuN': 'gael varoquaux', 'AfN': 'french institute for research in computer science and automation', 'AuId': 42138872}]",7,2099580808,mapping paradigm ontologies to and from the brain,2013,"['Yannick Schwartz', 'Bertrand Thirion', 'Gael Varoquaux']",-20.819,Mapping paradigm ontologies to and from the brain
187,"[{'AfId': 35440088, 'AuN': 'amin karbasi', 'AfN': 'eth zurich', 'AuId': 2110010733}, {'AfId': 5124864, 'AuN': 'amir hesam salavati', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 1997647148}, {'AfId': 5124864, 'AuN': 'amin shokrollahi', 'AfN': 'ecole polytechnique federale de lausanne', 'AuId': 2054608999}, {'AfId': 1341412227, 'AuN': 'lav r varshney', 'AfN': 'ibm', 'AuId': 219710970}]",6,2136191326,noise enhanced associative memories,2013,"['Amin Karbasi', 'Amir Hesam Salavati', 'Amin Shokrollahi', 'Lav R. Varshney']",-20.977,Noise-Enhanced Associative Memories
188,"[{'AfId': 177725633, 'AuN': 'shouyuan chen', 'AfN': 'the chinese university of hong kong', 'AuId': 2107138459}, {'AfId': 177725633, 'AuN': 'michael r lyu', 'AfN': 'the chinese university of hong kong', 'AuId': 2227744130}, {'AfId': 177725633, 'AuN': 'irwin king', 'AfN': 'the chinese university of hong kong', 'AuId': 2121363826}, {'AfId': 219193219, 'AuN': 'zenglin xu', 'AfN': 'purdue university', 'AuId': 2607121186}]",9,2126707628,exact and stable recovery of pairwise interaction tensors,2013,"['Shouyuan Chen', 'Michael R. Lyu', 'Irwin King', 'Zenglin Xu']",-20.501,Exact and Stable Recovery of Pairwise Interaction Tensors
189,"[{'AfId': 86519309, 'AuN': 'evan archer', 'AfN': 'university of texas at austin', 'AuId': 2141377524}, {'AfId': 86519309, 'AuN': 'il park', 'AfN': 'university of texas at austin', 'AuId': 2148468833}, {'AfId': 86519309, 'AuN': 'jonathan w pillow', 'AfN': 'university of texas at austin', 'AuId': 2109349986}]",6,2134876548,bayesian entropy estimation for binary spike train data using parametric prior knowledge,2013,"['Evan W. Archer', 'Il Memming Park', 'Jonathan W. Pillow']",-20.995,Bayesian entropy estimation for binary spike train data using parametric prior knowledge
190,"[{'AfId': 180437899, 'AuN': 'christian albers', 'AfN': 'university of bremen', 'AuId': 2629541483}, {'AfId': 180437899, 'AuN': 'maren westkott', 'AfN': 'university of bremen', 'AuId': 2027446957}, {'AfId': 180437899, 'AuN': 'klaus pawelzik', 'AfN': 'university of bremen', 'AuId': 306795320}]",5,2134820110,perfect associative learning with spike timing dependent plasticity,2013,"['Christian Albers', 'Maren Westkott', 'Klaus Pawelzik']",-21.211,Perfect Associative Learning with Spike-Timing-Dependent Plasticity
191,"[{'AfId': 86519309, 'AuN': 'eunho yang', 'AfN': 'university of texas at austin', 'AuId': 2171972029}, {'AfId': 86519309, 'AuN': 'pradeep ravikumar', 'AfN': 'university of texas at austin', 'AuId': 2409260842}, {'AfId': 74775410, 'AuN': 'genevera i allen', 'AfN': 'rice university', 'AuId': 2249617921}, {'AfId': 181547552, 'AuN': 'zhandong liu', 'AfN': 'baylor college of medicine', 'AuId': 2582386572}]",22,2100398996,on poisson graphical models,2013,"['Eunho Yang', 'Pradeep K. Ravikumar', 'Genevera I. Allen', 'Zhandong Liu']",-20.061,On Poisson Graphical Models
192,"[{'AfId': 95457486, 'AuN': 'tamara broderick', 'AfN': 'university of california berkeley', 'AuId': 2137747219}, {'AfId': 95457486, 'AuN': 'nicholas boyd', 'AfN': 'university of california berkeley', 'AuId': 2635422279}, {'AfId': 95457486, 'AuN': 'andre wibisono', 'AfN': 'university of california berkeley', 'AuId': 2110557267}, {'AfId': 95457486, 'AuN': 'ashia c wilson', 'AfN': 'university of california berkeley', 'AuId': 2139456207}, {'AfId': 95457486, 'AuN': 'michael i jordan', 'AfN': 'university of california berkeley', 'AuId': 2435751034}]",158,2168947765,streaming variational bayes,2013,"['Tamara Broderick', 'Nicholas Boyd', 'Andre Wibisono', 'Ashia C. Wilson', 'Michael I. Jordan']",-18.342,Streaming Variational Bayes
193,"[{'AfId': 241749, 'AuN': 'jose miguel hernandezlobato', 'AfN': 'university of cambridge', 'AuId': 2395024022}, {'AfId': 241749, 'AuN': 'james robert lloyd', 'AfN': 'university of cambridge', 'AuId': 2133948114}, {'AfId': 63634437, 'AuN': 'daniel hernandezlobato', 'AfN': 'autonomous university of madrid', 'AuId': 1517651870}]",4,2123234703,gaussian process conditional copulas with applications to financial time series,2013,"['José Miguel Hernández-Lobato', 'James R. Lloyd', 'Daniel Hernández-Lobato']",-21.621,Gaussian Process Conditional Copulas with Applications to Financial Time Series
194,"[{'AfId': 45129253, 'AuN': 'marius pachitariu', 'AfN': 'university college london', 'AuId': 2052111522}, {'AfId': 45129253, 'AuN': 'adam m packer', 'AfN': 'university college london', 'AuId': 2402298466}, {'AfId': 45129253, 'AuN': 'noah pettit', 'AfN': 'university college london', 'AuId': 2513929733}, {'AfId': 45129253, 'AuN': 'henry w p dalgleish', 'AfN': 'university college london', 'AuId': 2513320887}, {'AfId': 45129253, 'AuN': 'michael hausser', 'AfN': 'university college london', 'AuId': 2026413945}, {'AfId': 45129253, 'AuN': 'maneesh sahani', 'AfN': 'university college london', 'AuId': 2113251341}]",24,2118128164,extracting regions of interest from biological images with convolutional sparse block coding,2013,"['Marius Pachitariu', 'Adam M. Packer', 'Noah Pettit', 'Henry Dalgleish', 'Michael Hausser', 'Maneesh Sahani']",-19.73,Extracting regions of interest from biological images with convolutional sparse block coding
195,"[{'AfId': 1326498283, 'AuN': 'victor gabillon', 'AfN': 'french institute for research in computer science and automation', 'AuId': 66742930}, {'AfId': 1306409833, 'AuN': 'mohammad ghavamzadeh', 'AfN': 'adobe systems', 'AuId': 18953175}, {'AfId': 1326498283, 'AuN': 'bruno scherrer', 'AfN': 'french institute for research in computer science and automation', 'AuId': 1735999048}]",16,2133435356,approximate dynamic programming finally performs well in the game of tetris,2013,"['Victor Gabillon', 'Mohammad Ghavamzadeh', 'Bruno Scherrer']",-20.138,Approximate Dynamic Programming Finally Performs Well in the Game of Tetris
196,"[{'AfId': 32971472, 'AuN': 'matthew lawlor', 'AfN': 'yale university', 'AuId': 2104689859}, {'AfId': 32971472, 'AuN': 'steven w zucker', 'AfN': 'yale university', 'AuId': 1986729166}]",5,2109254776,third order edge statistics contour continuation curvature and cortical connections,2013,"['Matthew Lawlor', 'Steven W. Zucker']",-20.964,"Third-Order Edge Statistics: Contour Continuation, Curvature, and Cortical Connections"
197,"[{'AfId': 165932596, 'AuN': 'adhiraj somani', 'AfN': 'national university of singapore', 'AuId': 2550935183}, {'AfId': 165932596, 'AuN': 'nan ye', 'AfN': 'national university of singapore', 'AuId': 2100618501}, {'AfId': 165932596, 'AuN': 'david hsu', 'AfN': 'national university of singapore', 'AuId': 2521265455}, {'AfId': 165932596, 'AuN': 'wee sun lee', 'AfN': 'national university of singapore', 'AuId': 2135255940}]",107,2124595631,despot online pomdp planning with regularization,2013,"['Adhiraj Somani', 'Nan Ye', 'David Hsu', 'Wee Sun Lee']",-18.885,DESPOT: Online POMDP Planning with Regularization
198,"[{'AfId': 115455960, 'AuN': 'troy lee', 'AfN': 'centre for quantum technologies', 'AuId': 2307746935}, {'AfId': 53964585, 'AuN': 'adi shraibman', 'AfN': 'weizmann institute of science', 'AuId': 36824306}]",11,2150368571,matrix completion from any given set of observations,2013,"['Troy Lee', 'Adi Shraibman']",-20.642,Matrix Completion From any Given Set of Observations
199,"[{'AfId': 149899117, 'AuN': 'samory kpotufe', 'AfN': 'max planck society', 'AuId': 1103513122}, {'AfId': 160992636, 'AuN': 'francesco orabona', 'AfN': 'toyota technological institute at chicago', 'AuId': 1770329841}]",6,2105409877,regression tree tuning in a streaming setting,2013,"['Samory Kpotufe', 'Francesco Orabona']",-20.916,Regression-tree Tuning in a Streaming Setting
200,"[{'AfId': 98704320, 'AuN': 'francesca petralia', 'AfN': 'icahn school of medicine at mount sinai', 'AuId': 2177643660}, {'AfId': 170897317, 'AuN': 'joshua t vogelstein', 'AfN': 'duke university', 'AuId': 1980017490}, {'AfId': 170897317, 'AuN': 'david b dunson', 'AfN': 'duke university', 'AuId': 2011819992}]",2,2161105493,multiscale dictionary learning for estimating conditional distributions,2013,"['Francesca Petralia', 'Joshua T. Vogelstein', 'David B. Dunson']",-21.087,Multiscale Dictionary Learning for Estimating Conditional Distributions
201,"[{'AfId': 160992636, 'AuN': 'francesco orabona', 'AfN': 'toyota technological institute at chicago', 'AuId': 1770329841}]",13,2116606500,dimension free exponentiated gradient,2013,['Francesco Orabona'],-20.099,Dimension-Free Exponentiated Gradient
202,"[{'AfId': 145311948, 'AuN': 'raman arora', 'AfN': 'johns hopkins university', 'AuId': 2136297185}, {'AfId': 160992636, 'AuN': 'andrew cotter', 'AfN': 'toyota technological institute at chicago', 'AuId': 2081463322}, {'AfId': 174306211, 'AuN': 'nathan srebro', 'AfN': 'technion israel institute of technology', 'AuId': 1531155176}]",53,2166021275,stochastic optimization of pca with capped msg,2013,"['Raman Arora', 'Andy Cotter', 'Nati Srebro']",-19.436,Stochastic Optimization of PCA with Capped MSG
203,"[{'AfId': 177483745, 'AuN': 'rohit babbar', 'AfN': 'joseph fourier university', 'AuId': 2150352782}, {'AfId': 177483745, 'AuN': 'ioannis partalas', 'AfN': 'joseph fourier university', 'AuId': 127847919}, {'AfId': 177483745, 'AuN': 'eric gaussier', 'AfN': 'joseph fourier university', 'AuId': 1119378480}, {'AfId': 177483745, 'AuN': 'massihreza amini', 'AfN': 'joseph fourier university', 'AuId': 2710513617}]",15,2109708711,on flat versus hierarchical classification in large scale taxonomies,2013,"['Rohit Babbar', 'Ioannis Partalas', 'Eric Gaussier', 'Massih R. Amini']",-20.162,On Flat versus Hierarchical Classification in Large-Scale Taxonomies
204,"[{'AfId': 63966007, 'AuN': 'ying liu', 'AfN': 'massachusetts institute of technology', 'AuId': 2460578274}, {'AfId': 63966007, 'AuN': 'alan s willsky', 'AfN': 'massachusetts institute of technology', 'AuId': 270055802}]",11,2171929428,learning gaussian graphical models with observed or latent fvss,2013,"['Ying Liu', 'Alan Willsky']",-20.222,Learning Gaussian Graphical Models with Observed or Latent FVSs
205,"[{'AfId': 95457486, 'AuN': 'yangqing jia', 'AfN': 'university of california berkeley', 'AuId': 2102002796}, {'AfId': 95457486, 'AuN': 'joshua t abbott', 'AfN': 'university of california berkeley', 'AuId': 2478822375}, {'AfId': 27804330, 'AuN': 'joseph l austerweil', 'AfN': 'brown university', 'AuId': 1981191694}, {'AfId': 95457486, 'AuN': 'thomas l griffiths', 'AfN': 'university of california berkeley', 'AuId': 2122351653}, {'AfId': 95457486, 'AuN': 'trevor darrell', 'AfN': 'university of california berkeley', 'AuId': 2174985400}]",20,2124678650,visual concept learning combining machine vision and bayesian generalization on concept hierarchies,2013,"['Yangqing Jia', 'Joshua T. Abbott', 'Joseph L. Austerweil', 'Tom Griffiths', 'Trevor Darrell']",-19.703,Visual Concept Learning: Combining Machine Vision and Bayesian Generalization on Concept Hierarchies
206,"[{'AfId': 204730241, 'AuN': 'moustapha cisse', 'AfN': 'university of paris', 'AuId': 2464665808}, {'AfId': 1294671590, 'AuN': 'nicolas usunier', 'AfN': 'centre national de la recherche scientifique', 'AuId': 2780851050}, {'AfId': 204730241, 'AuN': 'thierry artieres', 'AfN': 'university of paris', 'AuId': 68675087}, {'AfId': 204730241, 'AuN': 'patrick gallinari', 'AfN': 'university of paris', 'AuId': 2235456028}]",23,2154109204,robust bloom filters for large multilabel classification tasks,2013,"['Moustapha M. Cisse', 'Nicolas Usunier', 'Thierry Artières', 'Patrick Gallinari']",-20.065,Robust Bloom Filters for Large MultiLabel Classification Tasks
207,"[{'AfId': 135310074, 'AuN': 'deepti pachauri', 'AfN': 'university of wisconsin madison', 'AuId': 2011562607}, {'AfId': 135310074, 'AuN': 'risi kondor', 'AfN': 'university of wisconsin madison', 'AuId': 2006674552}, {'AfId': 135310074, 'AuN': 'vikas singh', 'AfN': 'university of wisconsin madison', 'AuId': 2096225073}]",62,2151975094,solving the multi way matching problem by permutation synchronization,2013,"['Deepti Pachauri', 'Risi Kondor', 'Vikas Singh']",-19.575,Solving the multi-way matching problem by permutation synchronization
208,"[{'AfId': 4577782, 'AuN': 'daniel bartz', 'AfN': 'technical university of berlin', 'AuId': 2158257830}, {'AfId': 197347611, 'AuN': 'klausrobert muller', 'AfN': 'korea university', 'AuId': 2012736320}]",10,2118047803,generalizing analytic shrinkage for arbitrary covariance structures,2013,"['Daniel Bartz', 'Klaus-Robert Müller']",-20.436,Generalizing Analytic Shrinkage for Arbitrary Covariance Structures
209,"[{'AfId': 115228651, 'AuN': 'hanlin goh', 'AfN': 'agency for science technology and research', 'AuId': 2153073481}, {'AfId': 204730241, 'AuN': 'nicolas thome', 'AfN': 'university of paris', 'AuId': 2056492599}, {'AfId': 204730241, 'AuN': 'matthieu cord', 'AfN': 'university of paris', 'AuId': 2485895683}, {'AfId': 115228651, 'AuN': 'joohwee lim', 'AfN': 'agency for science technology and research', 'AuId': 2153079713}]",12,2171157299,top down regularization of deep belief networks,2013,"['Hanlin Goh', 'Nicolas Thome', 'Matthieu Cord', 'Joo-Hwee Lim']",-20.751,Top-Down Regularization of Deep Belief Networks
210,"[{'AfId': 91203450, 'AuN': 'tamir hazan', 'AfN': 'university of haifa', 'AuId': 2142241828}, {'AfId': 24603500, 'AuN': 'subhransu maji', 'AfN': 'university of massachusetts amherst', 'AuId': 2681328136}, {'AfId': 13955877, 'AuN': 'joseph keshet', 'AfN': 'bar ilan university', 'AuId': 2470363587}, {'AfId': 63966007, 'AuN': 'tommi s jaakkola', 'AfN': 'massachusetts institute of technology', 'AuId': 340253981}]",10,2108678517,learning efficient random maximum a posteriori predictors with non decomposable loss functions,2013,"['Tamir Hazan', 'Subhransu Maji', 'Joseph Keshet', 'Tommi Jaakkola']",-20.325,Learning Efficient Random Maximum A-Posteriori Predictors with Non-Decomposable Loss Functions
211,"[{'AfId': 141568987, 'AuN': 'yu zhang', 'AfN': 'hong kong baptist university', 'AuId': 2648094648}]",4,2144393430,heterogeneous neighborhood based multi task local learning algorithms,2013,['Yu Zhang'],-21.337,Heterogeneous-Neighborhood-based Multi-Task Local Learning Algorithms
212,"[{'AfId': 135310074, 'AuN': 'xiaojin zhu', 'AfN': 'university of wisconsin madison', 'AuId': 2132213614}]",26,2100046253,machine teaching for bayesian learners in the exponential family,2013,['Xiaojin Zhu'],-19.74,Machine Teaching for Bayesian Learners in the Exponential Family
213,"[{'AfId': 204250578, 'AuN': 'qiang liu', 'AfN': 'university of california irvine', 'AuId': 2689542854}, {'AfId': 204250578, 'AuN': 'alexander t ihler', 'AfN': 'university of california irvine', 'AuId': 233042646}, {'AfId': 204250578, 'AuN': 'mark steyvers', 'AfN': 'university of california irvine', 'AuId': 499903789}]",27,2136150876,scoring workers in crowdsourcing how many control questions are enough,2013,"['Qiang Liu', 'Alexander T. Ihler', 'Mark Steyvers']",-19.696,Scoring Workers in Crowdsourcing: How Many Control Questions are Enough?
214,"[{'AfId': 185261750, 'AuN': 'stefan mathe', 'AfN': 'university of toronto', 'AuId': 1966564314}, {'AfId': 58077936, 'AuN': 'cristian sminchisescu', 'AfN': 'romanian academy', 'AuId': 144055362}]",23,2120697543,action from still image dataset and inverse optimal control to learn task specific visual scanpaths,2013,"['Stefan Mathe', 'Cristian Sminchisescu']",-19.228,Action from Still Image Dataset and Inverse Optimal Control to Learn Task Specific Visual Scanpaths
215,"[{'AfId': 136199984, 'AuN': 'jasper snoek', 'AfN': 'harvard university', 'AuId': 2167134412}, {'AfId': 185261750, 'AuN': 'richard s zemel', 'AfN': 'university of toronto', 'AuId': 2149392531}, {'AfId': 136199984, 'AuN': 'ryan p adams', 'AfN': 'harvard university', 'AuId': 2178816185}]",15,2131029730,a determinantal point process latent variable model for inhibition in neural spiking data,2013,"['Jasper Snoek', 'Richard Zemel', 'Ryan P. Adams']",-20.191,A Determinantal Point Process Latent Variable Model for Inhibition in Neural Spiking Data
216,"[{'AfId': 145311948, 'AuN': 'fang han', 'AfN': 'johns hopkins university', 'AuId': 2154409344}, {'AfId': 20089843, 'AuN': 'han liu', 'AfN': 'princeton university', 'AuId': 2614350313}]",2,2148594261,robust sparse principal component regression under the high dimensional elliptical model,2013,"['Fang Han', 'Han Liu']",-20.971,Robust Sparse Principal Component Regression under the High Dimensional Elliptical Model
217,"[{'AfId': 223822909, 'AuN': 'bogdan savchynskyy', 'AfN': 'heidelberg university', 'AuId': 177152004}, {'AfId': 223822909, 'AuN': 'jorg h kappes', 'AfN': 'heidelberg university', 'AuId': 2139411012}, {'AfId': 223822909, 'AuN': 'paul swoboda', 'AfN': 'heidelberg university', 'AuId': 2014222975}, {'AfId': 223822909, 'AuN': 'christoph schnorr', 'AfN': 'heidelberg university', 'AuId': 2155100735}]",8,2144164641,global map optimality by shrinking the combinatorial search area with convex relaxation,2013,"['Bogdan Savchynskyy', 'Jörg Hendrik Kappes', 'Paul Swoboda', 'Christoph Schnörr']",-20.938,Global MAP-Optimality by Shrinking the Combinatorial Search Area with Convex Relaxation
218,"[{'AfId': 74973139, 'AuN': 'james sharpnack', 'AfN': 'carnegie mellon university', 'AuId': 2127243113}, {'AfId': 74973139, 'AuN': 'akshay krishnamurthy', 'AfN': 'carnegie mellon university', 'AuId': 2160479021}, {'AfId': 74973139, 'AuN': 'aarti singh', 'AfN': 'carnegie mellon university', 'AuId': 2103999387}]",25,2096336626,near optimal anomaly detection in graphs using lovasz extended scan statistic,2013,"['James L. Sharpnack', 'Akshay Krishnamurthy', 'Aarti Singh']",-20.04,Near-optimal Anomaly Detection in Graphs using Lovasz Extended Scan Statistic
219,"[{'AfId': 45129253, 'AuN': 'agnieszka grabskabarwinska', 'AfN': 'university college london', 'AuId': 256736873}, {'AfId': 170897317, 'AuN': 'jeffrey m beck', 'AfN': 'duke university', 'AuId': 2115326149}, {'AfId': 114457229, 'AuN': 'alexandre pouget', 'AfN': 'university of geneva', 'AuId': 2002671098}, {'AfId': 45129253, 'AuN': 'p e latham', 'AfN': 'university college london', 'AuId': 2317171462}]",8,2103289252,demixing odors fast inference in olfaction,2013,"['Agnieszka Grabska-Barwinska', 'Jeff Beck', 'Alexandre Pouget', 'Peter Latham']",-20.45,Demixing odors - fast inference in olfaction
220,"[{'AfId': 174306211, 'AuN': 'daniel vainsencher', 'AfN': 'technion israel institute of technology', 'AuId': 2278551585}, {'AfId': 174306211, 'AuN': 'shie mannor', 'AfN': 'technion israel institute of technology', 'AuId': 2252608274}, {'AfId': 165932596, 'AuN': 'huan xu', 'AfN': 'national university of singapore', 'AuId': 2139723518}]",1,2169477532,learning multiple models via regularized weighting,2013,"['Daniel Vainsencher', 'Shie Mannor', 'Huan Xu']",-21.441,Learning Multiple Models via Regularized Weighting
221,"[{'AfId': 204250578, 'AuN': 'animashree anandkumar', 'AfN': 'university of california irvine', 'AuId': 2002360971}, {'AfId': 78577930, 'AuN': 'daniel j hsu', 'AfN': 'columbia university', 'AuId': 2467740887}, {'AfId': 204250578, 'AuN': 'majid janzamin', 'AfN': 'university of california irvine', 'AuId': 2466987623}, {'AfId': 201448701, 'AuN': 'sham m kakade', 'AfN': 'university of washington', 'AuId': 85537834}]",13,2614404377,when are overcomplete topic models identifiable uniqueness of tensor tucker decompositions with structured sparsity,2015,"['Anima Anandkumar', 'Daniel J. Hsu', 'Majid Janzamin', 'Sham M. Kakade']",-20.181,When are Overcomplete Topic Models Identifiable? Uniqueness of Tensor Tucker Decompositions with Structured Sparsity
222,"[{'AfId': 130701444, 'AuN': 'mariaflorina balcan', 'AfN': 'georgia institute of technology', 'AuId': 2169342471}, {'AfId': 130701444, 'AuN': 'steven ehrlich', 'AfN': 'georgia institute of technology', 'AuId': 2116435432}, {'AfId': 130701444, 'AuN': 'yingyu liang', 'AfN': 'georgia institute of technology', 'AuId': 2124668569}]",62,2144335278,distributed k means and k median clustering on general topologies,2013,"['Maria-Florina F. Balcan', 'Steven Ehrlich', 'Yingyu Liang']",-20.049,Distributed k-means and k-median Clustering on General Topologies
223,"[{'AfId': 185261750, 'AuN': 'kevin swersky', 'AfN': 'university of toronto', 'AuId': 35158847}, {'AfId': 136199984, 'AuN': 'jasper snoek', 'AfN': 'harvard university', 'AuId': 2167134412}, {'AfId': 136199984, 'AuN': 'ryan p adams', 'AfN': 'harvard university', 'AuId': 2178816185}]",170,2113145584,multi task bayesian optimization,2013,"['Kevin Swersky', 'Jasper Snoek', 'Ryan P. Adams']",-18.423,Multi-Task Bayesian Optimization
224,"[{'AfId': 79576946, 'AuN': 'shahin shahrampour', 'AfN': 'university of pennsylvania', 'AuId': 2055532444}, {'AfId': 79576946, 'AuN': 'sasha rakhlin', 'AfN': 'university of pennsylvania', 'AuId': 2614345096}, {'AfId': 79576946, 'AuN': 'ali jadbabaie', 'AfN': 'university of pennsylvania', 'AuId': 341688178}]",17,2128578357,online learning of dynamic parameters in social networks,2013,"['Shahin Shahrampour', 'Sasha Rakhlin', 'Ali Jadbabaie']",-20.204,Online Learning of Dynamic Parameters in Social Networks
225,"[{'AfId': 157485424, 'AuN': 'jinwoo shin', 'AfN': 'kaist', 'AuId': 2298251316}, {'AfId': 204250578, 'AuN': 'andrew e gelfand', 'AfN': 'university of california irvine', 'AuId': 2030069376}, {'AfId': 1343871089, 'AuN': 'michael chertkov', 'AfN': 'los alamos national laboratory', 'AuId': 2021268131}]",4,2104339301,a graphical transformation for belief propagation maximum weight matchings and odd sized cycles,2013,"['Jinwoo Shin', 'Andrew E. Gelfand', 'Misha Chertkov']",-21.5,A Graphical Transformation for Belief Propagation: Maximum Weight Matchings and Odd-Sized Cycles
226,"[{'AfId': 154425047, 'AuN': 'xinhua zhang', 'AfN': 'university of alberta', 'AuId': 2124873033}, {'AfId': 165932596, 'AuN': 'wee sun lee', 'AfN': 'national university of singapore', 'AuId': 2135255940}, {'AfId': 40120149, 'AuN': 'yee whye teh', 'AfN': 'university of oxford', 'AuId': 1354816936}]",0,2148651989,learning with invariance via linear functionals on reproducing kernel hilbert space,2013,"['Xinhua Zhang', 'Wee Sun Lee', 'Yee Whye Teh']",-21.144,Learning with Invariance via Linear Functionals on Reproducing Kernel Hilbert Space
227,"[{'AfId': 4577782, 'AuN': 'andreas ruttor', 'AfN': 'technical university of berlin', 'AuId': 192682823}, {'AfId': 4577782, 'AuN': 'philipp batz', 'AfN': 'technical university of berlin', 'AuId': 2252146891}, {'AfId': 4577782, 'AuN': 'manfred opper', 'AfN': 'technical university of berlin', 'AuId': 1624046946}]",7,2148132038,approximate gaussian process inference for the drift function in stochastic differential equations,2013,"['Andreas Ruttor', 'Philipp Batz', 'Manfred Opper']",-20.529,Approximate Gaussian process inference for the drift function in stochastic differential equations
228,"[{'AfId': 35440088, 'AuN': 'baharan mirzasoleiman', 'AfN': 'eth zurich', 'AuId': 2508590060}, {'AfId': 35440088, 'AuN': 'amin karbasi', 'AfN': 'eth zurich', 'AuId': 2110010733}, {'AfId': 98677209, 'AuN': 'rik sarkar', 'AfN': 'university of edinburgh', 'AuId': 2306708917}, {'AfId': 35440088, 'AuN': 'andreas krause', 'AfN': 'eth zurich', 'AuId': 2165121431}]",105,2170735271,distributed submodular maximization identifying representative elements in massive data,2013,"['Baharan Mirzasoleiman', 'Amin Karbasi', 'Rik Sarkar', 'Andreas Krause']",-18.803,Distributed Submodular Maximization: Identifying Representative Elements in Massive Data
229,"[{'AfId': 27837315, 'AuN': 'jacob d abernethy', 'AfN': 'university of michigan', 'AuId': 1268677781}, {'AfId': 1341412227, 'AuN': 'satyen kale', 'AfN': 'ibm', 'AuId': 2152055551}]",5,2126056473,adaptive market making via online learning,2013,"['Jacob Abernethy', 'Satyen Kale']",-20.692,Adaptive Market Making via Online Learning
230,"[{'AfId': 30771326, 'AuN': 'alessandro rudi', 'AfN': 'istituto italiano di tecnologia', 'AuId': 2139902380}, {'AfId': 136199984, 'AuN': 'guillermo d canas', 'AfN': 'harvard university', 'AuId': 2154875160}, {'AfId': 83816512, 'AuN': 'lorenzo rosasco', 'AfN': 'university of genoa', 'AuId': 2028927923}]",8,2137752431,on the sample complexity of subspace learning,2013,"['Alessandro Rudi', 'Guillermo D. Canas', 'Lorenzo Rosasco']",-20.767,On the Sample Complexity of Subspace Learning
231,"[{'AfId': 86519309, 'AuN': 'karin c knudson', 'AfN': 'university of texas at austin', 'AuId': 2159813259}, {'AfId': 86519309, 'AuN': 'jonathan w pillow', 'AfN': 'university of texas at austin', 'AuId': 2109349986}]",2,2135765767,spike train entropy rate estimation using hierarchical dirichlet process priors,2013,"['Karin C. Knudson', 'Jonathan W. Pillow']",-21.323,Spike train entropy-rate estimation using hierarchical Dirichlet process priors
232,"[{'AfId': 205783295, 'AuN': 'stefano ermon', 'AfN': 'cornell university', 'AuId': 248646318}, {'AfId': 205783295, 'AuN': 'carla p gomes', 'AfN': 'cornell university', 'AuId': 2108126638}, {'AfId': 1341412227, 'AuN': 'ashish sabharwal', 'AfN': 'ibm', 'AuId': 2232198255}, {'AfId': 205783295, 'AuN': 'bart selman', 'AfN': 'cornell university', 'AuId': 1966117383}]",26,2112904372,embed and project discrete sampling with universal hashing,2013,"['Stefano Ermon', 'Carla P. Gomes', 'Ashish Sabharwal', 'Bart Selman']",-19.725,Embed and Project: Discrete Sampling with Universal Hashing
233,"[{'AfId': 185261750, 'AuN': 'nitish srivastava', 'AfN': 'university of toronto', 'AuId': 2191276622}, {'AfId': 185261750, 'AuN': 'ruslan salakhutdinov', 'AfN': 'university of toronto', 'AuId': 2031945151}]",104,2107215754,discriminative transfer learning with tree based priors,2013,"['Nitish Srivastava', 'Ruslan R. Salakhutdinov']",-18.724,Discriminative Transfer Learning with Tree-based Priors
234,"[{'AfId': 52357470, 'AuN': 'anirban roychowdhury', 'AfN': 'ohio state university', 'AuId': 2255769731}, {'AfId': 52357470, 'AuN': 'ke jiang', 'AfN': 'ohio state university', 'AuId': 2095872276}, {'AfId': 52357470, 'AuN': 'brian kulis', 'AfN': 'ohio state university', 'AuId': 2234508751}]",14,2112321969,small variance asymptotics for hidden markov models,2013,"['Anirban Roychowdhury', 'Ke Jiang', 'Brian Kulis']",-20.283,Small-Variance Asymptotics for Hidden Markov Models
235,"[{'AfId': 44504214, 'AuN': 'viliam lisy', 'AfN': 'czech technical university in prague', 'AuId': 1966222346}, {'AfId': 44504214, 'AuN': 'vojta kovarik', 'AfN': 'czech technical university in prague', 'AuId': 2615549959}, {'AfId': 34352273, 'AuN': 'marc lanctot', 'AfN': 'maastricht university', 'AuId': 2107049243}, {'AfId': 44504214, 'AuN': 'branislav bosansky', 'AfN': 'czech technical university in prague', 'AuId': 167481400}]",9,2113092063,convergence of monte carlo tree search in simultaneous move games,2013,"['Viliam Lisy', 'Vojta Kovarik', 'Marc Lanctot', 'Branislav Bosansky']",-21.333,Convergence of Monte Carlo Tree Search in Simultaneous Move Games
